0
"the_unknown_company_the_unknown_company,_metro_station_shastri_nagar,_e2-252,_back_st,_near_shastri_nagar,_block_e2,_shastri_nagar,_delhi,_110052_+919990888661"
"testovation_c2,_block_c,_sector_1,_noida,_uttar_pradesh_201301_+919650071200"
"canara_bank_-_delhi_shaktinagar_30,_11,_nangia_park_chowk,_block_30,_shakti_nagar,_s.o,_delhi,_110007_18001030"
"results_shop_no_1/5,_infront_of_bata_shop,_30/31,_ajmal_khan_rd,_block_5,_west_extension,_karol_bagh,_new_delhi,_delhi,_110005_+918588816750"
"jsg_architects_wz51,_ram_nagar_road,_chaukhandi,_uttam_nagar,_new_delhi,_delhi,_110018_+919810330517"
"corporate_group_1st_floor,_chander_plaza_building,_1515,_bhisham_pitamah_marg,_opp._axis_bank,_south_extension_i,_wazir_nagar,_defence_colony_branch,_new_delhi,_delhi_110003_+911141834335"
"delhi_medical_store_e-51/7,_masjid_rd,_near_chand,_block_12a,_shastri_park,_shahdara,_new_delhi,_delhi,_110005_+919810616847"
"niryat_business_-_a_unit_of_nbs_global_business_private_limited_sab_house,_3/8,_asaf_ali_rd,_near_hdfc_bank,_katra_chobey_lal,_chandni_chowk,_new_delhi,_delhi,_110002_+919999048686"
"mars_corporation_office_no._208,_2nd_floor_garg_plaza,_vardhaman_city_centre_l.s.c,_chowki_no._02,_gulabi_bagh,_new_delhi,_delhi_110052_+911147052319"
"top_business_327,_nangli_jalib,_janakpuri,_new_delhi,_delhi,_110058_+918048861269"
"sbi_f_block_kamla_nagar_block_f,_kamla_nagar,_delhi,_110007_18004253800"
"akc_tax_and_corporate_advisory_mercantile_house,_15,_kg_marg,_connaught_place,_new_delhi,_delhi_110001_+918287706848"
"hindustan_overseas_corporation_6562/12,_md._ismail_marg,_police_colony,_chowk_nai_basti,_sadar_bazaar,_new_delhi,_delhi,_110006_+919212799634"
"sbi_kishanganj_(delhi)_branch_old_rohtak_rd,_bagh_kare_khan,_sarai_rohilla,_delhi,_110007_18001234"
"btw_corporate_office_a-14,_food_zone,_lawrence_road,_industrial_area,_new_delhi,_delhi_110035_+911142470865"
"value_multiplier_private_limited_a-4,_pocket_4,_sector_4,_rohini,_new_delhi,_delhi,_110085_+919313045019"
"lb_architects_mayakunj,_59-b,_block-8,_mayapuri,_new_delhi,_delhi_110064_+919982222789"
"10x_global_2nd_floor,_2/6,_above_icici_bank,_block_2,_west_patel_nagar,_patel_nagar,_new_delhi,_delhi,_110008_+918800565608"
"achal_kataria_architects_e-15,_1st_floor,_rajeshwar_arya_marg,_south_extension_i,_block_e,_new_delhi,_delhi_110049_+919810335523"
"and_store_shop_no._e-115,_ground_floor,_main_market,_mandelia_rd,_kamla_nagar,_delhi,_110007_+911132226534"
